shelf_image,bbox_x,bbox_y,bbox_w,bbox_h,brand
C1_P10_N2_S4_1.JPG,1884,1476,188,256,Kent
C1_P10_N2_S4_1.JPG,320,1912,188,300,Viceroy
C1_P10_N2_S4_1.JPG,664,1928,172,340,Unknown
C1_P10_N2_S4_1.JPG,172,1944,188,256,Unknown
C1_P10_N2_S4_1.JPG,504,1956,172,292,Viceroy
C1_P10_N2_S4_1.JPG,1336,1960,196,324,Davidoff
C1_P10_N2_S4_1.JPG,1520,1968,196,324,Unknown
C1_P10_N2_S4_1.JPG,828,1976,196,304,Marlboro
C1_P10_N2_S4_1.JPG,1000,1980,196,304,Marlboro
C1_P10_N2_S4_1.JPG,1164,1980,196,304,Marlboro
C1_P10_N2_S4_1.JPG,1708,2008,196,296,Tekel
C1_P10_N2_S4_1.JPG,1892,2032,196,296,Other
C1_P10_N3_S2_1.JPG,2836,480,280,408,Unknown
C1_P10_N3_S2_1.JPG,2240,484,280,408,Unknown
C1_P10_N3_S2_1.JPG,2544,488,280,408,Unknown
C1_P10_N3_S2_1.JPG,360,492,272,408,Kent
C1_P10_N3_S2_1.JPG,120,496,272,408,Kent
C1_P10_N3_S2_1.JPG,156,1292,280,408,Kent
C1_P10_N3_S2_1.JPG,412,1300,280,408,Kent
C1_P10_N3_S2_1.JPG,2228,1388,280,408,Kent
C1_P10_N3_S2_1.JPG,2552,1400,280,408,Kent
C1_P10_N3_S2_1.JPG,2820,1404,280,408,Kent
C1_P10_N3_S2_2.JPG,108,412,264,392,Kent
C1_P10_N3_S2_2.JPG,352,424,264,392,Kent
C1_P10_N3_S2_2.JPG,2812,444,264,392,Kent
C1_P10_N3_S2_2.JPG,2500,452,264,392,Kent
C1_P10_N3_S2_2.JPG,2216,464,264,392,Kent
C1_P10_N3_S2_2.JPG,388,1144,264,460,Viceroy
C1_P10_N3_S2_2.JPG,888,1208,264,460,Unknown
C1_P10_N3_S2_2.JPG,136,1220,264,392,Marlboro
C1_P10_N3_S2_2.JPG,1944,1228,296,504,Solo
C1_P10_N3_S2_2.JPG,2220,1232,296,504,Unknown
C1_P10_N3_S2_2.JPG,656,1252,264,404,Viceroy
C1_P10_N3_S2_2.JPG,1168,1264,264,404,Marlboro
C1_P10_N3_S2_2.JPG,1420,1268,264,404,Tekel
C1_P10_N3_S2_2.JPG,1672,1292,264,404,Solo
C1_P10_N3_S2_2.JPG,2516,1328,296,440,Tekel
C1_P10_N3_S2_2.JPG,2804,1328,296,440,Tekel
C1_P10_N3_S3_1.JPG,2496,172,248,376,Unknown
C1_P10_N3_S3_1.JPG,1964,180,248,376,Unknown
C1_P10_N3_S3_1.JPG,2224,188,248,376,Unknown
C1_P10_N3_S3_1.JPG,236,216,248,376,Kent
C1_P10_N3_S3_1.JPG,24,228,220,344,Kent
C1_P10_N3_S3_1.JPG,56,932,248,376,Kent
C1_P10_N3_S3_1.JPG,304,940,248,376,Kent
C1_P10_N3_S3_1.JPG,1944,992,248,376,Kent
C1_P10_N3_S3_1.JPG,2176,992,248,376,Kent
C1_P10_N3_S3_1.JPG,2472,992,248,376,Kent
C1_P10_N3_S3_1.JPG,284,1600,248,428,Viceroy
C1_P10_N3_S3_1.JPG,52,1648,248,376,Marlboro
C1_P10_N3_S3_1.JPG,764,1656,248,428,Marlboro
C1_P10_N3_S3_1.JPG,1700,1688,248,428,Other
C1_P10_N3_S3_1.JPG,536,1692,248,376,Viceroy
C1_P10_N3_S3_1.JPG,1952,1700,248,428,Unknown
C1_P10_N3_S3_1.JPG,1004,1712,248,384,Solo
C1_P10_N3_S3_1.JPG,1244,1724,248,384,Tekel
C1_P10_N3_S3_1.JPG,1460,1732,248,384,Other
C1_P10_N3_S3_1.JPG,2212,1780,248,384,Tekel
C1_P10_N3_S3_1.JPG,2464,1788,248,384,Tekel
C1_P11_N1_S3_1.JPG,1684,532,256,348,Marlboro
C1_P11_N1_S3_1.JPG,1484,540,256,348,Marlboro
C1_P11_N1_S3_1.JPG,2732,560,256,348,Marlboro
C1_P11_N1_S3_1.JPG,76,1080,256,424,Marlboro
C1_P11_N1_S3_1.JPG,1072,1136,256,372,Marlboro
C1_P11_N1_S3_1.JPG,1460,1136,256,372,Marlboro
C1_P11_N1_S3_1.JPG,1696,1140,256,372,Marlboro
C1_P11_N1_S3_1.JPG,2516,1140,220,372,Marlboro
C1_P11_N1_S3_1.JPG,2064,1156,256,372,Marlboro
C1_P11_N1_S3_1.JPG,2724,1164,220,328,Marlboro
C1_P11_N1_S3_1.JPG,2940,1164,220,328,Marlboro
C1_P11_N1_S3_1.JPG,60,1744,252,436,Parliament
C1_P11_N1_S3_1.JPG,2940,1748,252,384,Parliament
C1_P11_N1_S3_1.JPG,2524,1756,252,384,Parliament
C1_P11_N1_S3_1.JPG,1460,1776,252,384,Parliament
C1_P11_N1_S3_2.JPG,1712,492,236,320,Marlboro
C1_P11_N1_S3_2.JPG,1516,496,236,320,Marlboro
C1_P11_N1_S3_2.JPG,2672,500,236,320,Marlboro
C1_P11_N1_S3_2.JPG,236,1028,264,384,Marlboro
C1_P11_N1_S3_2.JPG,1140,1048,228,336,Marlboro
C1_P11_N1_S3_2.JPG,1516,1048,228,336,Marlboro
C1_P11_N1_S3_2.JPG,2856,1048,224,324,Marlboro
C1_P11_N1_S3_2.JPG,2660,1052,224,324,Marlboro
C1_P11_N1_S3_2.JPG,2060,1056,224,324,Marlboro
C1_P11_N1_S3_2.JPG,1724,1060,228,336,Marlboro
C1_P11_N1_S3_2.JPG,2448,1064,224,324,Marlboro
C1_P11_N1_S3_2.JPG,2864,1600,220,332,Unknown
C1_P11_N1_S3_2.JPG,232,1620,236,404,Unknown
C1_P11_N1_S3_2.JPG,2488,1628,220,332,Unknown
C1_P11_N1_S3_2.JPG,1524,1648,220,332,Unknown
C1_P11_N1_S4_1.JPG,1472,188,220,328,Marlboro
C1_P11_N1_S4_1.JPG,1692,196,220,328,Marlboro
C1_P11_N1_S4_1.JPG,2756,220,220,328,Marlboro
C1_P11_N1_S4_1.JPG,44,756,284,412,Marlboro
C1_P11_N1_S4_1.JPG,1044,804,268,348,Marlboro
C1_P11_N1_S4_1.JPG,1440,808,268,348,Marlboro
C1_P11_N1_S4_1.JPG,1684,808,268,348,Marlboro
C1_P11_N1_S4_1.JPG,2048,816,268,348,Marlboro
C1_P11_N1_S4_1.JPG,2476,824,240,348,Marlboro
C1_P11_N1_S4_1.JPG,2692,824,240,348,Marlboro
C1_P11_N1_S4_1.JPG,2912,828,240,348,Marlboro
C1_P11_N1_S4_1.JPG,60,1416,240,420,Parliament
C1_P11_N1_S4_1.JPG,2888,1428,236,368,Parliament
C1_P11_N1_S4_1.JPG,1472,1432,236,368,Parliament
C1_P11_N1_S4_1.JPG,2504,1432,236,368,Parliament
C1_P11_N1_S4_1.JPG,2932,2000,244,352,Muratti
C1_P11_N1_S4_1.JPG,2480,2024,244,352,Muratti
C1_P11_N1_S4_1.JPG,2316,2028,204,360,Muratti
C1_P11_N1_S4_1.JPG,2692,2032,244,352,Muratti
C1_P11_N1_S4_1.JPG,816,2040,220,404,Chesterfield
C1_P11_N1_S4_1.JPG,2112,2040,208,356,Muratti
C1_P11_N1_S4_1.JPG,572,2052,236,336,Chesterfield
C1_P11_N1_S4_1.JPG,1680,2052,232,380,Muratti
C1_P11_N1_S4_1.JPG,1460,2064,220,352,Muratti
C1_P11_N1_S4_1.JPG,1024,2080,240,367,Chesterfield
C1_P11_N1_S4_1.JPG,324,2096,236,336,Chesterfield
C1_P11_N1_S4_1.JPG,52,2108,236,336,Chesterfield
C1_P11_N1_S4_2.JPG,1512,368,204,284,Marlboro
C1_P11_N1_S4_2.JPG,1704,376,204,284,Marlboro
C1_P11_N1_S4_2.JPG,2564,408,204,284,Marlboro
C1_P11_N1_S4_2.JPG,368,864,220,340,Marlboro
C1_P11_N1_S4_2.JPG,1172,896,220,284,Marlboro
C1_P11_N1_S4_2.JPG,1508,896,220,284,Marlboro
C1_P11_N1_S4_2.JPG,1692,900,220,284,Marlboro
C1_P11_N1_S4_2.JPG,2012,912,220,284,Marlboro
C1_P11_N1_S4_2.JPG,2372,912,188,264,Marlboro
C1_P11_N1_S4_2.JPG,2560,912,188,264,Marlboro
C1_P11_N1_S4_2.JPG,2728,912,188,264,Marlboro
C1_P11_N1_S4_2.JPG,2728,1388,188,280,Parliament
C1_P11_N1_S4_2.JPG,368,1400,204,364,Parliament
C1_P11_N1_S4_2.JPG,2408,1412,188,280,Parliament
C1_P11_N1_S4_2.JPG,1516,1444,188,280,Parliament
C1_P11_N1_S4_2.JPG,2252,1892,140,332,Muratti
C1_P11_N1_S4_2.JPG,2764,1904,180,280,Muratti
C1_P11_N1_S4_2.JPG,2580,1908,180,280,Muratti
C1_P11_N1_S4_2.JPG,2064,1912,212,312,Muratti
C1_P11_N1_S4_2.JPG,2408,1924,156,268,Muratti
C1_P11_N1_S4_2.JPG,764,1932,212,340,Chesterfield
C1_P11_N1_S4_2.JPG,988,1936,180,332,Chesterfield
C1_P11_N1_S4_2.JPG,1512,1936,212,312,Muratti
C1_P11_N1_S4_2.JPG,1708,1936,212,312,Muratti
C1_P11_N1_S4_2.JPG,1160,1964,212,312,Chesterfield
C1_P11_N1_S4_2.JPG,580,1984,212,312,Chesterfield
C1_P11_N1_S4_2.JPG,344,1992,212,312,Chesterfield
C1_P11_N1_S5_1.JPG,1356,344,192,244,Marlboro
C1_P11_N1_S5_1.JPG,1172,352,192,244,Marlboro
C1_P11_N1_S5_1.JPG,2076,360,192,244,Marlboro
C1_P11_N1_S5_1.JPG,260,736,192,288,Marlboro
C1_P11_N1_S5_1.JPG,904,764,192,256,Marlboro
C1_P11_N1_S5_1.JPG,2052,772,168,236,Marlboro
C1_P11_N1_S5_1.JPG,1168,776,192,256,Marlboro
C1_P11_N1_S5_1.JPG,1356,776,192,256,Marlboro
C1_P11_N1_S5_1.JPG,2204,788,168,236,Marlboro
C1_P11_N1_S5_1.JPG,1896,792,168,236,Marlboro
C1_P11_N1_S5_1.JPG,1608,796,168,236,Marlboro
C1_P11_N1_S5_1.JPG,260,1180,168,292,Unknown
C1_P11_N1_S5_1.JPG,2212,1204,168,248,Parliament
C1_P11_N1_S5_1.JPG,1912,1208,168,248,Parliament
C1_P11_N1_S5_1.JPG,1200,1216,168,248,Parliament
C1_P11_N1_S5_1.JPG,1768,1600,168,272,Muratti
C1_P11_N1_S5_1.JPG,760,1612,168,280,Chesterfield
C1_P11_N1_S5_1.JPG,1644,1616,168,252,Muratti
C1_P11_N1_S5_1.JPG,2220,1616,156,240,Muratti
C1_P11_N1_S5_1.JPG,596,1620,168,268,Chesterfield
C1_P11_N1_S5_1.JPG,1360,1620,168,252,Muratti
C1_P11_N1_S5_1.JPG,1908,1624,156,240,Muratti
C1_P11_N1_S5_1.JPG,2072,1624,156,240,Muratti
C1_P11_N1_S5_1.JPG,1200,1628,168,252,Muratti
C1_P11_N1_S5_1.JPG,912,1636,168,252,Chesterfield
C1_P11_N1_S5_1.JPG,268,1656,168,248,Chesterfield
C1_P11_N1_S5_1.JPG,428,1660,168,248,Chesterfield
C1_P11_N1_S5_1.JPG,2164,1992,168,276,Lark
C1_P11_N1_S5_1.JPG,1592,2024,168,276,Lark
C1_P11_N1_S5_1.JPG,1276,2040,168,276,Lark
C1_P11_N1_S5_1.JPG,1124,2044,168,276,Other
C1_P11_N1_S5_1.JPG,984,2048,168,276,L&M
C1_P11_N1_S5_1.JPG,1432,2048,168,276,LD
C1_P11_N1_S5_1.JPG,828,2060,168,276,L&M
C1_P11_N1_S5_1.JPG,300,2064,168,284,L&M
C1_P11_N1_S5_1.JPG,668,2064,168,284,L&M
C1_P11_N1_S5_1.JPG,476,2076,168,284,L&M
C1_P11_N2_S3_1.JPG,136,260,256,388,Parliament
C1_P11_N2_S3_1.JPG,2796,268,224,352,Parliament
C1_P11_N2_S3_1.JPG,2416,276,224,352,Parliament
C1_P11_N2_S3_1.JPG,1428,288,256,352,Parliament
C1_P11_N2_S3_1.JPG,2236,836,180,336,Muratti
C1_P11_N2_S3_1.JPG,2824,844,192,312,Muratti
C1_P11_N2_S3_1.JPG,620,852,224,372,Chesterfield
C1_P11_N2_S3_1.JPG,864,852,188,372,Chesterfield
C1_P11_N2_S3_1.JPG,2620,860,192,312,Muratti
C1_P11_N2_S3_1.JPG,2032,864,208,336,Muratti
C1_P11_N2_S3_1.JPG,1436,868,208,336,Muratti
C1_P11_N2_S3_1.JPG,1644,872,208,336,Muratti
C1_P11_N2_S3_1.JPG,2408,876,192,312,Muratti
C1_P11_N2_S3_1.JPG,404,888,224,352,Chesterfield
C1_P11_N2_S3_1.JPG,156,896,224,352,Chesterfield
C1_P11_N2_S3_1.JPG,1060,900,208,336,Chesterfield
C1_P11_N2_S3_1.JPG,2756,1380,232,308,Lark
C1_P11_N2_S3_1.JPG,1560,1408,232,368,Lark
C1_P11_N2_S3_1.JPG,1368,1420,232,368,LD
C1_P11_N2_S3_1.JPG,1148,1432,232,368,L&M
C1_P11_N2_S3_1.JPG,1988,1436,232,308,Lark
C1_P11_N2_S3_1.JPG,1760,1456,232,308,LD
C1_P11_N2_S3_1.JPG,244,1464,232,356,L&M
C1_P11_N2_S3_1.JPG,940,1468,232,356,L&M
C1_P11_N2_S3_1.JPG,488,1488,232,356,L&M
C1_P11_N2_S3_1.JPG,724,1488,232,356,L&M
C1_P11_N2_S3_2.JPG,132,232,284,412,Marlboro
C1_P11_N2_S3_2.JPG,1068,252,284,412,Marlboro
C1_P11_N2_S3_2.JPG,2040,288,244,364,Marlboro
C1_P11_N2_S3_2.JPG,1672,292,244,364,Marlboro
C1_P11_N2_S3_2.JPG,1468,296,244,364,Marlboro
C1_P11_N2_S3_2.JPG,2436,308,244,364,Marlboro
C1_P11_N2_S3_2.JPG,2644,320,232,320,Marlboro
C1_P11_N2_S3_2.JPG,2840,324,232,320,Marlboro
C1_P11_N2_S3_2.JPG,164,848,248,388,Parliament
C1_P11_N2_S3_2.JPG,2852,872,196,320,Parliament
C1_P11_N2_S3_2.JPG,2472,884,196,320,Parliament
C1_P11_N2_S3_2.JPG,1464,892,236,344,Parliament
C1_P11_N2_S3_2.JPG,2268,1428,192,344,Muratti
C1_P11_N2_S3_2.JPG,2860,1432,204,316,Muratti
C1_P11_N2_S3_2.JPG,2072,1436,216,360,Muratti
C1_P11_N2_S3_2.JPG,876,1448,204,380,Chesterfield
C1_P11_N2_S3_2.JPG,2656,1448,204,316,Muratti
C1_P11_N2_S3_2.JPG,1468,1452,216,360,Muratti
C1_P11_N2_S3_2.JPG,636,1456,232,352,Chesterfield
C1_P11_N2_S3_2.JPG,2456,1456,204,316,Muratti
C1_P11_N2_S3_2.JPG,1672,1464,216,360,Muratti
C1_P11_N2_S3_2.JPG,1080,1480,216,360,Chesterfield
C1_P11_N2_S3_2.JPG,156,1516,244,320,Chesterfield
C1_P11_N2_S3_2.JPG,408,1516,244,320,Chesterfield
C1_P11_N2_S4_1.JPG,168,248,260,400,Marlboro
C1_P11_N2_S4_1.JPG,1080,304,228,336,Marlboro
C1_P11_N2_S4_1.JPG,1468,320,228,336,Marlboro
C1_P11_N2_S4_1.JPG,1692,332,228,336,Marlboro
C1_P11_N2_S4_1.JPG,2040,336,228,336,Marlboro
C1_P11_N2_S4_1.JPG,2836,368,228,336,Marlboro
C1_P11_N2_S4_1.JPG,2432,372,228,336,Marlboro
C1_P11_N2_S4_1.JPG,2628,372,228,336,Marlboro
C1_P11_N2_S4_1.JPG,176,872,236,388,Parliament
C1_P11_N2_S4_1.JPG,1468,932,212,328,Parliament
C1_P11_N2_S4_1.JPG,2436,932,212,328,Parliament
C1_P11_N2_S4_1.JPG,2828,940,212,328,Parliament
C1_P11_N2_S4_1.JPG,640,1456,216,372,Chesterfield
C1_P11_N2_S4_1.JPG,2248,1460,176,352,Muratti
C1_P11_N2_S4_1.JPG,864,1472,216,372,Chesterfield
C1_P11_N2_S4_1.JPG,2044,1480,216,324,Muratti
C1_P11_N2_S4_1.JPG,2836,1488,192,304,Muratti
C1_P11_N2_S4_1.JPG,2424,1492,192,304,Muratti
C1_P11_N2_S4_1.JPG,1668,1496,216,324,Muratti
C1_P11_N2_S4_1.JPG,2616,1496,192,304,Muratti
C1_P11_N2_S4_1.JPG,1452,1504,216,324,Muratti
C1_P11_N2_S4_1.JPG,164,1512,228,348,Chesterfield
C1_P11_N2_S4_1.JPG,1068,1512,216,324,Chesterfield
C1_P11_N2_S4_1.JPG,404,1520,228,348,Chesterfield
C1_P11_N2_S4_1.JPG,2764,2008,220,332,Lark
C1_P11_N2_S4_1.JPG,1764,2044,244,356,LD
C1_P11_N2_S4_1.JPG,1568,2052,244,356,Lark
C1_P11_N2_S4_1.JPG,1128,2056,244,356,L&M
C1_P11_N2_S4_1.JPG,1996,2056,208,332,Lark
C1_P11_N2_S4_1.JPG,1352,2060,244,356,Other
C1_P11_N2_S4_1.JPG,940,2064,244,356,L&M
C1_P11_N2_S4_1.JPG,240,2076,224,364,L&M
C1_P11_N2_S4_1.JPG,716,2088,244,356,L&M
C1_P11_N2_S4_1.JPG,484,2100,244,347,L&M
C1_P11_N2_S4_2.JPG,164,24,268,392,Marlboro
C1_P11_N2_S4_2.JPG,1144,76,208,344,Marlboro
C1_P11_N2_S4_2.JPG,1532,96,208,344,Marlboro
C1_P11_N2_S4_2.JPG,1740,104,208,344,Marlboro
C1_P11_N2_S4_2.JPG,2708,108,208,344,Marlboro
C1_P11_N2_S4_2.JPG,2096,120,208,344,Marlboro
C1_P11_N2_S4_2.JPG,2500,120,208,344,Marlboro
C1_P11_N2_S4_2.JPG,2912,120,208,344,Marlboro
C1_P11_N2_S4_2.JPG,204,656,240,392,Parliament
C1_P11_N2_S4_2.JPG,2508,696,200,352,Parliament
C1_P11_N2_S4_2.JPG,2908,696,200,352,Parliament
C1_P11_N2_S4_2.JPG,1512,708,224,360,Parliament
C1_P11_N2_S4_2.JPG,912,1220,200,416,Chesterfield
C1_P11_N2_S4_2.JPG,2304,1252,188,360,Muratti
C1_P11_N2_S4_2.JPG,692,1256,216,408,Chesterfield
C1_P11_N2_S4_2.JPG,2884,1276,212,308,Muratti
C1_P11_N2_S4_2.JPG,1500,1284,228,332,Muratti
C1_P11_N2_S4_2.JPG,1696,1284,228,332,Muratti
C1_P11_N2_S4_2.JPG,2680,1284,212,308,Muratti
C1_P11_N2_S4_2.JPG,2472,1288,212,308,Muratti
C1_P11_N2_S4_2.JPG,2080,1292,228,332,Muratti
C1_P11_N2_S4_2.JPG,1116,1304,228,332,Chesterfield
C1_P11_N2_S4_2.JPG,464,1312,220,344,Chesterfield
C1_P11_N2_S4_2.JPG,212,1328,256,344,Chesterfield
C1_P11_N2_S4_2.JPG,2816,1804,244,332,Lark
C1_P11_N2_S4_2.JPG,1216,1832,236,392,L&M
C1_P11_N2_S4_2.JPG,1428,1840,208,368,LD
C1_P11_N2_S4_2.JPG,1620,1844,208,368,Lark
C1_P11_N2_S4_2.JPG,2040,1852,212,324,Lark
C1_P11_N2_S4_2.JPG,1820,1868,212,324,LD
C1_P11_N2_S4_2.JPG,292,1872,228,380,L&M
C1_P11_N2_S4_2.JPG,1000,1876,236,344,L&M
C1_P11_N2_S4_2.JPG,528,1896,236,344,L&M
C1_P11_N2_S4_2.JPG,784,1896,236,344,L&M
C1_P11_N2_S4_3.JPG,380,220,236,348,Marlboro
C1_P11_N2_S4_3.JPG,1180,232,236,348,Marlboro
C1_P11_N2_S4_3.JPG,2064,260,200,300,Marlboro
C1_P11_N2_S4_3.JPG,1556,264,200,300,Marlboro
C1_P11_N2_S4_3.JPG,2604,264,200,276,Marlboro
C1_P11_N2_S4_3.JPG,1748,268,200,300,Marlboro
C1_P11_N2_S4_3.JPG,2416,272,200,276,Marlboro
C1_P11_N2_S4_3.JPG,2780,272,200,276,Marlboro
C1_P11_N2_S4_3.JPG,2772,768,200,296,Parliament
C1_P11_N2_S4_3.JPG,416,776,204,336,Parliament
C1_P11_N2_S4_3.JPG,2436,780,200,296,Parliament
C1_P11_N2_S4_3.JPG,1556,804,200,296,Parliament
C1_P11_N2_S4_3.JPG,2104,1272,180,316,Muratti
C1_P11_N2_S4_3.JPG,2272,1272,180,316,Muratti
C1_P11_N2_S4_3.JPG,2816,1284,180,268,Muratti
C1_P11_N2_S4_3.JPG,1752,1292,180,316,Muratti
C1_P11_N2_S4_3.JPG,2616,1292,180,268,Muratti
C1_P11_N2_S4_3.JPG,1568,1296,180,316,Muratti
C1_P11_N2_S4_3.JPG,2428,1296,180,268,Muratti
C1_P11_N2_S4_3.JPG,1028,1308,180,316,Chesterfield
C1_P11_N2_S4_3.JPG,840,1312,180,316,Chesterfield
C1_P11_N2_S4_3.JPG,1224,1316,180,316,Chesterfield
C1_P11_N2_S4_3.JPG,624,1348,200,296,Chesterfield
C1_P11_N2_S4_3.JPG,416,1360,200,296,Chesterfield
C1_P11_N2_S4_3.JPG,2760,1748,180,316,Lark
C1_P11_N2_S4_3.JPG,1688,1796,180,336,Lark
C1_P11_N2_S4_3.JPG,1496,1800,180,336,Other
C1_P11_N2_S4_3.JPG,1316,1804,180,336,L&M
C1_P11_N2_S4_3.JPG,1864,1804,180,316,LD
C1_P11_N2_S4_3.JPG,2080,1808,180,316,Lark
C1_P11_N2_S4_3.JPG,1124,1844,180,312,L&M
C1_P11_N2_S4_3.JPG,488,1864,180,328,L&M
C1_P11_N2_S4_3.JPG,712,1864,180,312,L&M
C1_P11_N2_S4_3.JPG,916,1864,180,312,L&M
C1_P12_N1_S2_1.JPG,1876,520,296,456,Chesterfield
C1_P12_N1_S2_1.JPG,2232,520,296,456,Chesterfield
C1_P12_N1_S2_1.JPG,1228,532,296,456,Chesterfield
C1_P12_N1_S2_1.JPG,924,536,296,456,Chesterfield
C1_P12_N1_S2_1.JPG,1532,544,296,456,Chesterfield
C1_P12_N1_S2_1.JPG,580,552,296,456,Chesterfield
C1_P12_N1_S2_1.JPG,284,560,296,456,Chesterfield
C1_P12_N1_S2_1.JPG,2256,1372,296,536,Muratti
C1_P12_N1_S2_1.JPG,888,1408,324,508,Muratti
C1_P12_N1_S2_1.JPG,240,1412,324,508,Muratti
C1_P12_N1_S2_1.JPG,1548,1416,324,508,Muratti
C1_P12_N1_S2_1.JPG,1884,1416,324,508,Muratti
C1_P12_N1_S2_1.JPG,544,1424,324,508,Muratti
C1_P12_N1_S2_1.JPG,1220,1424,324,508,Muratti
C1_P12_N1_S3_1.JPG,1860,248,248,376,Chesterfield
C1_P12_N1_S3_1.JPG,1264,256,248,376,Chesterfield
C1_P12_N1_S3_1.JPG,1544,256,248,376,Chesterfield
C1_P12_N1_S3_1.JPG,988,260,248,376,Chesterfield
C1_P12_N1_S3_1.JPG,720,276,248,376,Chesterfield
C1_P12_N1_S3_1.JPG,172,280,248,376,Chesterfield
C1_P12_N1_S3_1.JPG,432,280,248,376,Chesterfield
C1_P12_N1_S3_1.JPG,1840,980,268,476,Muratti
C1_P12_N1_S3_1.JPG,152,1016,276,416,Muratti
C1_P12_N1_S3_1.JPG,420,1016,276,416,Muratti
C1_P12_N1_S3_1.JPG,980,1016,276,416,Muratti
C1_P12_N1_S3_1.JPG,1548,1016,276,416,Muratti
C1_P12_N1_S3_1.JPG,1228,1020,276,416,Muratti
C1_P12_N1_S3_1.JPG,700,1024,276,416,Muratti
C1_P12_N1_S3_1.JPG,140,1720,268,476,Marlboro
C1_P12_N1_S3_1.JPG,708,1756,288,444,Marlboro
C1_P12_N1_S3_1.JPG,976,1772,288,444,Marlboro
C1_P12_N1_S3_1.JPG,1528,1784,288,444,Marlboro
C1_P12_N1_S3_1.JPG,1256,1788,288,444,Marlboro
C1_P12_N1_S3_1.JPG,1816,1788,288,444,Marlboro
C1_P12_N1_S4_1.JPG,1424,160,216,296,Chesterfield
C1_P12_N1_S4_1.JPG,1184,164,216,296,Chesterfield
C1_P12_N1_S4_1.JPG,948,180,216,296,Chesterfield
C1_P12_N1_S4_1.JPG,740,184,216,296,Chesterfield
C1_P12_N1_S4_1.JPG,548,196,216,296,Chesterfield
C1_P12_N1_S4_1.JPG,108,200,216,296,Chesterfield
C1_P12_N1_S4_1.JPG,316,200,216,296,Chesterfield
C1_P12_N1_S4_1.JPG,1420,716,216,380,Muratti
C1_P12_N1_S4_1.JPG,100,768,216,312,Muratti
C1_P12_N1_S4_1.JPG,308,772,216,312,Muratti
C1_P12_N1_S4_1.JPG,520,776,216,312,Muratti
C1_P12_N1_S4_1.JPG,736,776,216,312,Muratti
C1_P12_N1_S4_1.JPG,944,776,216,312,Muratti
C1_P12_N1_S4_1.JPG,1180,776,216,312,Muratti
C1_P12_N1_S4_1.JPG,88,1316,216,380,Marlboro
C1_P12_N1_S4_1.JPG,532,1352,208,348,Marlboro
C1_P12_N1_S4_1.JPG,732,1352,220,348,Marlboro
C1_P12_N1_S4_1.JPG,1172,1364,236,348,Marlboro
C1_P12_N1_S4_1.JPG,1392,1368,236,348,Marlboro
C1_P12_N1_S4_1.JPG,944,1376,220,348,Marlboro
C1_P12_N1_S4_1.JPG,500,1972,216,348,Parliament
C1_P12_N1_S4_1.JPG,728,1972,216,348,Parliament
C1_P12_N1_S4_1.JPG,1188,1976,216,348,Parliament
C1_P12_N1_S4_1.JPG,960,1980,216,348,Parliament
C1_P12_N1_S5_1.JPG,1084,236,172,236,Chesterfield
C1_P12_N1_S5_1.JPG,904,248,172,236,Chesterfield
C1_P12_N1_S5_1.JPG,732,264,172,236,Chesterfield
C1_P12_N1_S5_1.JPG,552,268,172,236,Chesterfield
C1_P12_N1_S5_1.JPG,396,272,172,236,Unknown
C1_P12_N1_S5_1.JPG,52,276,172,236,Chesterfield
C1_P12_N1_S5_1.JPG,208,280,172,236,Chesterfield
C1_P12_N1_S5_1.JPG,1080,688,172,332,Muratti
C1_P12_N1_S5_1.JPG,572,728,172,252,Muratti
C1_P12_N1_S5_1.JPG,736,728,172,252,Muratti
C1_P12_N1_S5_1.JPG,60,732,172,236,Muratti
C1_P12_N1_S5_1.JPG,224,732,172,252,Muratti
C1_P12_N1_S5_1.JPG,932,740,172,252,Muratti
C1_P12_N1_S5_1.JPG,396,748,172,252,Muratti
C1_P12_N1_S5_1.JPG,72,1156,172,332,Marlboro
C1_P12_N1_S5_1.JPG,732,1192,172,280,Marlboro
C1_P12_N1_S5_1.JPG,932,1192,172,280,Marlboro
C1_P12_N1_S5_1.JPG,408,1196,172,280,Marlboro
C1_P12_N1_S5_1.JPG,1092,1196,172,280,Marlboro
C1_P12_N1_S5_1.JPG,576,1200,172,280,Marlboro
C1_P12_N1_S5_1.JPG,1088,1636,172,296,Parliament
C1_P12_N1_S5_1.JPG,564,1664,172,280,Parliament
C1_P12_N1_S5_1.JPG,400,1668,172,280,Parliament
C1_P12_N1_S5_1.JPG,760,1672,172,280,Parliament
C1_P12_N1_S5_1.JPG,928,1676,172,280,Parliament
C1_P12_N1_S5_1.JPG,48,2108,172,296,L&M
C1_P12_N1_S5_1.JPG,1100,2124,188,296,L&M
C1_P12_N1_S5_1.JPG,928,2128,188,296,L&M
C1_P12_N1_S5_1.JPG,556,2136,188,296,L&M
C1_P12_N1_S5_1.JPG,212,2140,188,296,L&M
C1_P12_N1_S5_1.JPG,384,2140,188,296,L&M
C1_P12_N1_S5_1.JPG,740,2144,188,296,L&M
C1_P12_N2_S2_1.JPG,2388,352,332,624,Muratti
C1_P12_N2_S2_1.JPG,288,436,348,512,Muratti
C1_P12_N2_S2_1.JPG,1632,436,348,512,Muratti
C1_P12_N2_S2_1.JPG,612,452,348,512,Muratti
C1_P12_N2_S2_1.JPG,952,452,348,512,Muratti
C1_P12_N2_S2_1.JPG,1312,452,348,512,Muratti
